index,name,value,category
1,rho,0.6268931682793759,parameter
2,alpha,2.048437904171613,parameter
3,y0[1],0.11788886457136923,parameter
4,y0[2],1.429584722386546,parameter
5,y0[3],2.42471973141426,parameter
6,y0[4],-1.5954978592901805,parameter
7,y0[5],0.5072662135085101,parameter
8,y0[6],0.3350605713734739,parameter
9,y0[7],-1.6549803012816122,parameter
10,y0[8],0.48811795418551035,parameter
11,y0[9],0.13177914520559794,parameter
12,y0[10],0.11240023511106545,parameter
13,y0[11],2.184420738680171,parameter
14,y0[12],0.3109626391173375,parameter
15,y0[13],0.5372085322200826,parameter
16,y0[14],0.8950376747342107,parameter
17,y0[15],1.1015876440901493,parameter
18,y0[16],-1.216562009877878,parameter
19,y0[17],1.3117994235392456,parameter
20,y0[18],-0.08872449915248114,parameter
21,y0[19],0.19482802100997507,parameter
22,y0[20],-0.7635347202958392,parameter
23,y0[21],-0.32892164982978145,parameter
24,y0[22],-0.7757383274112872,parameter
25,y0[23],-0.33808375414260305,parameter
26,y0[24],-1.232397632038454,parameter
27,y0[25],0.3095523615644315,parameter
28,y0[26],1.2680259476855549,parameter
29,y0[27],-0.17622061547450107,parameter
30,y0[28],1.0567790860858182,parameter
31,y0[29],-0.24123991133087425,parameter
32,y0[30],0.39814302195749185,parameter
33,y0[31],-0.682567768997612,parameter
34,y0[32],-0.06266569299124741,parameter
35,y0[33],0.7197067276883257,parameter
36,y0[34],0.16219481489841103,parameter
37,y0[35],0.13362464559540213,parameter
38,y0[36],0.3301400144585748,parameter
39,y0[37],-1.4697584129646382,parameter
40,y0[38],-1.1494326328155366,parameter
41,y0[39],0.7145505291592052,parameter
42,y0[40],0.9230366719963348,parameter
43,y0[41],1.8440961244579976,parameter
44,y0[42],0.44622353002845944,parameter
45,y0[43],0.9691241751522498,parameter
46,y0[44],0.8019694614491523,parameter
47,y0[45],-0.7491667853068659,parameter
48,y0[46],-1.2997529850157425,parameter
49,y0[47],-1.6096298201737294,parameter
50,y0[48],-1.0710441797724024,parameter
51,y0[49],-1.9134243329525966,parameter
52,y0[50],-0.7744401503356891,parameter
53,y0[51],-2.437414338959599,parameter
54,y0[52],-0.11394634935779528,parameter
55,y0[53],-1.9079919857879168,parameter
56,y0[54],-1.1006512369602843,parameter
57,y0[55],-0.7704573447406422,parameter
58,y0[56],-0.27540395298620374,parameter
59,y0[57],-0.5129124383861196,parameter
60,y0[58],-0.6794443888361796,parameter
61,y0[59],0.585441664735802,parameter
62,y0[60],0.028871166941829743,parameter
63,y0[61],-0.8555117873157452,parameter
64,y0[62],-2.185620671408161,parameter
65,y0[63],-1.125056402118315,parameter
66,y0[64],-1.1905938002693952,parameter
67,y0[65],-1.3635292957919274,parameter
68,y0[66],-1.5781182214800966,parameter
69,y0[67],-0.46061092071924403,parameter
70,y0[68],-0.6167855260542473,parameter
71,y0[69],0.03859698373871856,parameter
72,y0[70],-0.22493416949570966,parameter
73,y0[71],2.9860797971537494,parameter
74,y0[72],2.9493088807894297,parameter
75,y0[73],-0.3883443402882114,parameter
76,y0[74],9.164860690934788,parameter
77,y0[75],1.6135757468712302,parameter
78,y0[76],-0.4734193167564391,parameter
79,y0[77],-0.7487773265941582,parameter
80,y0[78],-0.2774532244787255,parameter
81,y0[79],-1.2211687480091151,parameter
82,y0[80],0.39353132861621404,parameter
83,y0[81],-1.4947112385504902,parameter
84,y0[82],0.4843308100370137,parameter
85,y0[83],-0.19191486754461648,parameter
86,y0[84],0.16578215498444304,parameter
87,y0[85],-2.0546292772000574,parameter
88,y0[86],-0.0010628472314822772,parameter
89,y0[87],-1.3736663882921367,parameter
90,y0[88],-0.4713779967039115,parameter
91,y0[89],-0.23359343584081277,parameter
92,y0[90],0.7652302093232268,parameter
93,y0[91],-2.266454169246708,parameter
94,y0[92],-1.934419448839857,parameter
95,y0[93],-1.587244055886561,parameter
96,y0[94],-1.6257053531194867,parameter
97,y0[95],-2.0736632810483435,parameter
98,y0[96],-1.444061339674814,parameter
99,y0[97],-1.1639028992584668,parameter
100,y0[98],-2.7381082998114867,parameter
101,y0[99],-2.3465806261530626,parameter
102,y0[100],-1.2502984624653548,parameter
103,y0[101],-1.7189937195522367,parameter
104,y0[102],-1.8123674436140267,parameter
105,y0[103],-3.1165608588306397,parameter
106,y0[104],-3.150254882692859,parameter
107,y0[105],-2.091651828617059,parameter
108,y0[106],-0.7792204480891257,parameter
109,y0[107],0.04610247958480613,parameter
110,y0[108],-0.8322420028207524,parameter
111,y0[109],-1.5907031807360632,parameter
112,y0[110],-1.7302662254176675,parameter
113,y0[111],-0.06142813933287899,parameter
114,y0[112],-1.974723717072248,parameter
115,y0[113],-2.485102162081292,parameter
116,y0[114],0.015365218689779431,parameter
117,y0[115],0.36960721589294915,parameter
118,y0[116],-1.7064727941040698,parameter
119,y0[117],-1.4441602666090685,parameter
120,y0[118],-0.7064562484983272,parameter
121,y0[119],-2.727227655204033,parameter
122,y0[120],-2.134188093714494,parameter
123,y0[121],-2.8431568896332484,parameter
124,y0[122],-2.1076152298556274,parameter
125,y0[123],-2.671585445878767,parameter
126,y0[124],-1.3593704664851285,parameter
127,y0[125],-1.4934438996127533,parameter
128,y0[126],-1.2901739292431005,parameter
129,y0[127],-0.29250240479809103,parameter
130,y0[128],-1.0235128965842375,parameter
131,y0[129],0.044215863108860186,parameter
132,y0[130],-0.036872435085257,parameter
133,y0[131],-0.3068168176929129,parameter
134,y0[132],-0.4641857902532692,parameter
135,y0[133],-1.2165419029826148,parameter
136,y0[134],-0.91259024636526,parameter
137,y0[135],-0.013793859505879545,parameter
138,y0[136],-0.025367466493423203,parameter
139,y0[137],-1.5603996222460959,parameter
140,y0[138],-1.8241912191050123,parameter
141,y0[139],-0.5079778046469968,parameter
142,y0[140],-1.6835820152081835,parameter
143,y0[141],-0.9681612251825366,parameter
144,y0[142],-0.6789014005732738,parameter
145,y0[143],-1.6723490449282146,parameter
146,y0[144],0.16166477495079867,parameter
147,y0[145],-0.35905973575583094,parameter
148,y0[146],-0.3608182870667736,parameter
149,y0[147],-0.4617906735250799,parameter
150,y0[148],-0.286460326212067,parameter
151,y0[149],-0.5889158630613088,parameter
152,y0[150],-0.7992031031260561,parameter
153,y0[151],-0.47201646311998957,parameter
154,y0[152],-0.1833189246611208,parameter
155,y0[153],-1.2106499253457912,parameter
156,y0[154],-0.19606131098071355,parameter
157,y0[155],-1.2984199945231358,parameter
158,y0[156],-1.3695407165704565,parameter
159,y0[157],0.1584910370243171,parameter
160,y0[158],-1.1662543775214163,parameter
161,y0[159],-0.16600643363365952,parameter
162,y0[160],-0.7706865138921063,parameter
163,y0[161],-0.41661210838353974,parameter
164,y0[162],0.683658907268245,parameter
165,y0[163],0.9550651708752717,parameter
166,y0[164],-0.786642556940451,parameter
167,y0[165],-0.14274320976798488,parameter
168,y0[166],-0.17821134287625068,parameter
169,y0[167],-0.24319120139510167,parameter
170,y0[168],-1.817212991682992,parameter
171,y0[169],-0.2282436899331765,parameter
172,y0[170],-0.5620338758929925,parameter
173,y0[171],-1.1748726525070248,parameter
174,y0[172],-1.8465997756443848,parameter
175,y0[173],-1.1969611928486157,parameter
176,y0[174],-0.6367921754949557,parameter
177,y0[175],-0.05243654418626609,parameter
178,y0[176],-0.4132277115452946,parameter
179,y0[177],-0.768718640488884,parameter
180,y0[178],-1.5312027689889445,parameter
181,y0[179],-1.349786253779518,parameter
182,y0[180],-1.1326590738446016,parameter
183,y0[181],-1.7210322904825095,parameter
184,y0[182],-0.5101070217542236,parameter
185,y0[183],0.3826699516493622,parameter
186,y0[184],-1.0021583009286636,parameter
187,y0[185],-1.1422331615534975,parameter
188,y0[186],-0.01708819154042207,parameter
189,y0[187],2.684472014016532,parameter
190,y0[188],0.41790460205745295,parameter
191,y0[189],-1.21123539387804,parameter
192,y0[190],-0.7313760535456686,parameter
193,y0[191],-0.5014618231923107,parameter
194,y0[192],0.05039651597338542,parameter
195,y0[193],0.1679845575677387,parameter
196,y0[194],-1.060021142553258,parameter
197,y0[195],0.10052053943067826,parameter
198,y0[196],-1.4779016021558944,parameter
199,y0[197],-1.1816968795577005,parameter
200,y0[198],-0.6164605075784398,parameter
201,y0[199],-0.01187713900303014,parameter
202,y0[200],-0.4532632557800929,parameter
203,y0[201],-0.7956107559627601,parameter
204,y0[202],-0.0930167924192808,parameter
205,y0[203],-0.7406309931634849,parameter
206,y0[204],-0.20083678251290252,parameter
207,y0[205],-1.2721372009639969,parameter
208,y0[206],0.6422942139217074,parameter
209,y0[207],0.13196559448878353,parameter
210,y0[208],0.11499480302449137,parameter
211,y0[209],1.686410239870574,parameter
212,y0[210],-1.7337966282322492,parameter
213,y0[211],-2.2345067929755067,parameter
214,y0[212],-1.1063785966744726,parameter
215,y0[213],-1.1498701152423088,parameter
216,y0[214],-0.8449081597170974,parameter
217,y0[215],-0.42450506101857166,parameter
218,y0[216],-1.2676386271106073,parameter
219,y0[217],0.1221278911219021,parameter
220,y0[218],-0.15448246882538308,parameter
221,y0[219],0.12153907488578765,parameter
222,y0[220],-0.78979873039981,parameter
223,y0[221],-0.11971523114179897,parameter
224,y0[222],-1.9466148180580563,parameter
225,y0[223],-0.1260665628190334,parameter
226,y0[224],-0.8626244012768212,parameter
227,y0[225],-0.9425359285400107,parameter
228,y0[226],-1.9826625736844836,parameter
229,y0[227],0.04347075678984186,parameter
230,y0[228],-0.9823806836628844,parameter
231,y0[229],-1.6510206273135157,parameter
232,y0[230],-1.563366658420447,parameter
233,y0[231],-0.70937374857292,parameter
234,y0[232],0.516518001158975,parameter
235,y0[233],-1.9011007900245966,parameter
236,y0[234],0.91688858817161,parameter
237,y0[235],-0.3417296674840483,parameter
238,y0[236],0.27619499653244317,parameter
239,y0[237],-0.3669562249084996,parameter
240,y0[238],-0.4558172787402122,parameter
241,y0[239],0.9866036947643453,parameter
242,y0[240],0.6767766991513442,parameter
243,y0[241],0.13138088139982765,parameter
244,y0[242],-1.3196514919961593,parameter
245,y0[243],-1.6539912357155095,parameter
246,y0[244],-1.9264928403950203,parameter
247,y0[245],-0.7244028822024832,parameter
248,y0[246],-0.41707233668009674,parameter
249,y0[247],1.6464212944897376,parameter
250,y0[248],0.802877094935966,parameter
251,y0[249],1.1452793463495818,parameter
252,y0[250],-1.152811470530034,parameter
253,y0[251],0.6238379697067138,parameter
254,y0[252],-0.937930279198774,parameter
255,y0[253],-0.4886308917177419,parameter
256,y0[254],-1.5135235327169916,parameter
257,y0[255],-0.32329273163654093,parameter
258,y0[256],-2.0421483880851747,parameter
259,y0[257],-2.559338374425836,parameter
260,y0[258],-0.3977782779734014,parameter
261,y0[259],-1.283054448830138,parameter
262,y0[260],-0.5982982220782305,parameter
263,y0[261],-0.5196690279656208,parameter
264,y0[262],-0.5770008169847048,parameter
265,y0[263],-0.8669586452864685,parameter
266,y0[264],0.5169989874365568,parameter
267,y0[265],-0.8003786511093836,parameter
268,y0[266],-0.7944402392027998,parameter
269,y0[267],-0.4359018955630141,parameter
270,y0[268],-0.7320170144164784,parameter
271,y0[269],-1.3754298274513936,parameter
272,y0[270],-1.0311256337967922,parameter
273,y0[271],-1.0525415066553307,parameter
274,y0[272],0.025756740621383712,parameter
275,y0[273],-0.23876751259044057,parameter
276,y0[274],-0.09320757869176599,parameter
277,y0[275],-1.4395380494078696,parameter
278,y0[276],1.2044070888257186,parameter
279,y0[277],0.13261113696360974,parameter
280,y0[278],-1.358243830751067,parameter
281,y0[279],0.21953022652775017,parameter
282,y0[280],1.6165235767948298,parameter
283,y0[281],0.05352435783313835,parameter
284,y0[282],0.3149527789350894,parameter
285,y0[283],-0.00586186154592207,parameter
286,y0[284],-0.302108013855402,parameter
287,y0[285],-1.9172994377245285,parameter
288,y0[286],-0.826932968775701,parameter
289,y0[287],-0.048557801179869645,parameter
290,y0[288],-0.31081471749472767,parameter
291,y0[289],-1.122561468341471,parameter
292,y0[290],-0.9727047200734413,parameter
293,y0[291],0.13997103783952808,parameter
294,y0[292],-0.7747996656065081,parameter
295,y0[293],-0.5132734122875281,parameter
296,y0[294],-1.3559195019910428,parameter
297,y0[295],0.20886031708167385,parameter
298,y0[296],-0.8531797051369115,parameter
299,y0[297],-1.4051327712148647,parameter
300,y0[298],-0.4757390125418987,parameter
301,y0[299],-0.2744232022627779,parameter
302,y0[300],-1.6575395615073136,parameter
303,y0[301],-0.7585998558275654,parameter
304,y0[302],-1.34898504367957,parameter
305,y0[303],-1.1199801241945386,parameter
306,y0[304],-1.3507628133818996,parameter
307,y0[305],-0.4101811254774874,parameter
308,y0[306],-0.7288854693755589,parameter
309,y0[307],-0.6559589610775607,parameter
310,y0[308],-1.167369565373794,parameter
311,y0[309],-1.834208330479171,parameter
312,y0[310],-0.703274801630955,parameter
313,y0[311],-0.6113837650344198,parameter
314,y0[312],-0.6320704799282225,parameter
315,y0[313],-0.5789543903603234,parameter
316,y0[314],-1.2956065108401542,parameter
317,y0[315],-1.9241056533249923,parameter
318,y0[316],-0.7013634197888042,parameter
319,y0[317],-1.7722866125751127,parameter
320,y0[318],-2.2031086744612094,parameter
321,y0[319],0.4297054301358512,parameter
322,y0[320],-0.5569038211323172,parameter
323,y0[321],-1.479854433348901,parameter
324,y0[322],-1.0903588367749748,parameter
325,y0[323],-0.946721155154969,parameter
326,y0[324],-0.6780881179991355,parameter
327,y0[325],-1.7668672412363942,parameter
328,y0[326],-0.8952773894060371,parameter
329,y0[327],-1.459013612979468,parameter
330,y0[328],-1.0078444253282774,parameter
331,y0[329],-1.1417058361883707,parameter
332,y0[330],-1.4649389664047503,parameter
333,y0[331],-0.7501395072178577,parameter
334,y0[332],-1.526881582151326,parameter
335,y0[333],-1.7078521684451016,parameter
336,y0[334],-0.6430237920220426,parameter
337,y0[335],-0.5977061720980069,parameter
338,y0[336],-0.13101437704908078,parameter
339,y0[337],-0.3926256939237772,parameter
340,y0[338],-0.7393750777863167,parameter
341,y0[339],-0.252120615938626,parameter
342,y0[340],-0.7304674204086917,parameter
343,y0[341],-0.49920594239317106,parameter
344,y0[342],0.32825708945641546,parameter
345,y0[343],-0.12476110585059039,parameter
346,y0[344],-3.105207361593851,parameter
347,y0[345],0.055331082369835916,parameter
348,y0[346],-0.13821609671545027,parameter
349,y0[347],-0.46643228671908954,parameter
350,y0[348],-1.618829006158928,parameter
351,y0[349],-0.4993094821707002,parameter
352,y0[350],-0.46254253457644573,parameter
353,y0[351],-0.16796666062491164,parameter
354,y0[352],-1.0519807952806761,parameter
355,y0[353],-0.35947491190528724,parameter
356,y0[354],-0.5004698564401071,parameter
357,y0[355],-0.2678194016151171,parameter
358,y0[356],-0.840211220838383,parameter
359,y0[357],-0.8621136834626919,parameter
360,y0[358],-0.5783417528332946,parameter
361,y0[359],-0.8868673214164322,parameter
362,y0[360],-0.8209333327870758,parameter
363,y0[361],-1.6994080577159465,parameter
364,y0[362],-1.8664577118741974,parameter
365,y0[363],-0.9765682455837236,parameter
366,y0[364],-0.04117979674681078,parameter
367,y0[365],-1.8046137126591266,parameter
368,y0[366],-0.9130398902011311,parameter
369,y0[367],-0.7135142826066736,parameter
370,y0[368],-1.163250766583921,parameter
371,y0[369],-0.7865506801590239,parameter
372,y0[370],0.8257273727061059,parameter
373,y0[371],-0.975669124784682,parameter
374,y0[372],-1.6473429515106779,parameter
375,y0[373],-0.15602409511335563,parameter
376,y0[374],-0.12248279958762381,parameter
377,y0[375],-0.15297214023289163,parameter
378,y0[376],0.42832897721032204,parameter
379,y0[377],-1.875165917674334,parameter
380,y0[378],-1.4292330890327687,parameter
381,y0[379],0.17880821090817697,parameter
382,y0[380],-0.367233268400182,parameter
383,y0[381],-0.5987579343337857,parameter
384,y0[382],-0.5222280749984907,parameter
385,y0[383],-2.0412303487133525,parameter
386,y0[384],-0.30701747196095136,parameter
387,y0[385],-0.7828774015457417,parameter
388,y0[386],-2.355082769896205,parameter
389,y0[387],-0.5748693997228471,parameter
390,y0[388],-2.052384456399152,parameter
391,y0[389],-0.4140709626681336,parameter
392,y0[390],-1.600001268323663,parameter
393,y0[391],-1.3499076440930735,parameter
